t, reading, imuVal 
321.04600, 541.00000, 28796.00713
321.09500, 126.00000, 29996.55770
321.14600, 900.00000, 30094.50085
321.19600, 826.00000, 28718.86786
321.24600, 351.00000, 26705.97952
321.29600, 126.00000, 24776.02845
321.34600, 753.00000, 23650.20732
321.39500, 900.00000, 23232.94898
321.44600, 535.00000, 23302.16650
321.49600, 126.00000, 24929.49089
321.54600, 900.00000, 28433.60013
321.59600, 689.00000, 31875.89993
321.64600, 126.00000, 32905.13130
321.69600, 900.00000, 30648.13037
321.74600, 606.00000, 25976.49464
321.79600, 337.00000, 21303.79703
321.84600, 126.00000, 19711.25849
321.89600, 900.00000, 21255.53436
321.94600, 574.00000, 22809.81290
321.99600, 126.00000, 24367.35418
322.04600, 900.00000, 27884.80207
322.09600, 639.00000, 31658.72819
322.14600, 127.00000, 32994.62647
322.19600, 900.00000, 31665.09786
322.24600, 899.00000, 28358.47600
322.29600, 125.00000, 24845.81852
322.34600, 693.00000, 23757.89793
322.39600, 900.00000, 23637.58099
322.44600, 900.00000, 22564.68698
322.49600, 127.00000, 24067.69696
322.54600, 900.00000, 29250.09910
322.59600, 900.00000, 33276.86790
322.64600, 126.00000, 33120.97793
322.69600, 900.00000, 29840.24311
322.74600, 761.00000, 25051.45803
322.79600, 126.00000, 20162.38611
322.84600, 900.00000, 17837.46582
322.89600, 900.00000, 19499.66046
322.94600, 126.00000, 22820.64452
322.99600, 900.00000, 26123.26486
323.04600, 900.00000, 29384.60507
323.09600, 125.00000, 31017.48817
323.14700, 900.00000, 30299.23602
323.19600, 900.00000, 28578.50613
323.24600, 900.00000, 25982.61134
323.29600, 130.00000, 22635.37971
323.34600, 900.00000, 20687.32001
323.39600, 900.00000, 20282.54095
323.44700, 900.00000, 20517.29074
323.49600, 125.00000, 23006.94435
323.54600, 900.00000, 27427.68666
323.59600, 838.00000, 30580.35580
323.64600, 125.00000, 31034.88103
323.69600, 900.00000, 29413.64094
323.74700, 562.00000, 26111.93822
323.79600, 140.00000, 21763.90555
323.84600, 480.00000, 19084.26677
323.89600, 899.00000, 20167.69451
323.94600, 309.00000, 23445.79651
323.99600, 126.00000, 25985.11621
324.04700, 900.00000, 26269.21032
324.09600, 555.00000, 25264.24961
324.14600, 126.00000, 24925.98691
324.19600, 899.00000, 25332.65654
324.24600, 706.00000, 25328.76075
324.29600, 413.00000, 24237.33875
324.34700, 126.00000, 22162.54376
324.39600, 900.00000, 20492.47593
324.44600, 809.00000, 20609.99852
324.49600, 126.00000, 22126.79401
324.54600, 394.00000, 23733.55061
324.59700, 900.00000, 24871.27748
324.64700, 543.00000, 25784.71973
324.69600, 126.00000, 26543.23337
324.74600, 899.00000, 27072.00090
324.79600, 633.00000, 27180.94938
