t, reading, imuVal 
24.80600, 520.00000, -928.00000
24.85600, 527.00000, -8072.00000
24.90600, 532.00000, -4076.00000
24.95600, 528.00000, 600.00000
25.06000, 522.00000, 1210.00000
25.05600, 525.00000, 904.00000
25.10600, 535.00000, -1076.00000
25.15600, 540.00000, -188.00000
25.20600, 541.00000, -1678.00000
25.25600, 542.00000, -5208.00000
25.30600, 551.00000, 512.00000
25.35600, 541.00000, 3458.00000
25.40600, 533.00000, -5272.00000
25.45600, 527.00000, -10050.00000
25.50600, 526.00000, -2866.00000
25.55600, 524.00000, 3080.00000
25.60600, 529.00000, 3306.00000
25.65600, 533.00000, 398.00000
25.70600, 526.00000, -3066.00000
25.75600, 512.00000, -4006.00000
25.80600, 533.00000, -6234.00000
25.85600, 527.00000, -1280.00000
25.90600, 529.00000, -528.00000
25.95600, 533.00000, 636.00000
26.06000, 525.00000, -6768.00000
26.05600, 510.00000, -3906.00000
26.10600, 529.00000, -3080.00000
26.15600, 527.00000, 1432.00000
26.20600, 522.00000, 910.00000
26.25600, 516.00000, -618.00000
26.30600, 529.00000, -1426.00000
26.35700, 532.00000, -2944.00000
26.40600, 528.00000, -5116.00000
26.45600, 530.00000, -2552.00000
26.50600, 533.00000, 3034.00000
26.55600, 527.00000, -1430.00000
26.60600, 531.00000, -7252.00000
26.65700, 521.00000, -2874.00000
26.70600, 533.00000, -1338.00000
26.75600, 531.00000, 246.00000
26.80600, 526.00000, -2336.00000
26.85600, 519.00000, -2278.00000
26.90600, 530.00000, -2060.00000
26.95700, 530.00000, -3374.00000
27.06000, 499.00000, -5876.00000
27.05600, 521.00000, -3388.00000
27.10600, 516.00000, -1516.00000
27.15600, 519.00000, -6250.00000
27.20600, 501.00000, -2986.00000
27.25700, 508.00000, -1822.00000
27.30600, 583.00000, 3454.00000
27.35600, 493.00000, 1104.00000
27.40600, 513.00000, -68.00000
27.45600, 521.00000, -1670.00000
27.50600, 521.00000, -1990.00000
27.55700, 512.00000, -6566.00000
27.60600, 502.00000, -142.00000
27.65600, 492.00000, 3388.00000
27.70600, 515.00000, -1634.00000
27.75600, 505.00000, -10450.00000
27.80600, 512.00000, -5252.00000
27.85700, 487.00000, -1698.00000
27.90600, 510.00000, 2414.00000
27.95600, 516.00000, -1138.00000
28.06000, 516.00000, -4812.00000
28.05600, 474.00000, -6034.00000
28.10700, 516.00000, -7256.00000
28.15700, 485.00000, -4794.00000
28.20600, 514.00000, -4840.00000
28.25600, 482.00000, -4868.00000
28.30600, 498.00000, -4352.00000
28.35600, 506.00000, -2548.00000
28.40700, 505.00000, -5616.00000
28.45700, 520.00000, -302.00000
28.50600, 521.00000, -118.00000
28.55600, 508.00000, 120.00000
28.60600, 491.00000, -2916.00000
28.65600, 523.00000, -3468.00000
28.70700, 519.00000, -1862.00000
28.75700, 463.00000, -6364.00000
28.80600, 544.00000, -892.00000
28.85600, 562.00000, -3296.00000
28.90600, 530.00000, -5956.00000
28.95600, 528.00000, -7880.00000
29.07000, 509.00000, -5198.00000
29.05700, 509.00000, -4.00000
29.10600, 529.00000, 4172.00000
29.15600, 526.00000, -1136.00000
29.20600, 520.00000, -4800.00000
29.25600, 583.00000, -8704.00000
29.30700, 521.00000, -4946.00000
29.35700, 517.00000, -768.00000
29.40600, 518.00000, -2988.00000
29.45600, 537.00000, -5764.00000
29.50600, 524.00000, -2260.00000
29.55700, 521.00000, 618.00000
29.60700, 532.00000, 1718.00000
29.65700, 527.00000, 2956.00000
29.70600, 509.00000, 1008.00000
29.75600, 534.00000, 614.00000
29.80600, 528.00000, -1856.00000
29.85700, 538.00000, -2154.00000
29.90700, 543.00000, -1978.00000
29.95600, 534.00000, -498.00000
30.06000, 534.00000, 310.00000
30.05600, 529.00000, -194.00000
30.10600, 550.00000, -6802.00000
30.15700, 543.00000, -8486.00000
